CLAVE,PSS/E,ID,SCL,FP,FEO,GCR,REGION,ZONA PDS,NOMBRE SUBESTACION,NODO,V1/V21/,NB / RMU2/,CAPACIDAD3/,NC4/
NORESTE702,634004,2,1,0.95,2017,NES,NES,NUEVA ROSITA,ESPERANZAS,ESP-115,115/34.5,2,30,4
NORESTE703,0,NE,1,0.95,,NES,NES,NUEVA ROSITA,ESPERANZAS,ESP-115,115/34.5,3,30,
NORESTE704,634011,1,1,0.95,2017,NES,NES,NUEVA ROSITA,KIKAPU,KIK-115,115/34.5,1,6.3,1
NORESTE705,634008,1,1,0.95,2017,NES,NES,NUEVA ROSITA,SABINAS,SAB-115,115/13.8,1,30,11
NORESTE706,634302,3,1,0.95,2017,NES,NES,NUEVA ROSITA,SABINAS,SAB-115,115/13.8,3,30,11
NORESTE707,634002,1,1,0.95,2017,NES,NES,NUEVA ROSITA,BAJIO,BAO-115,115/13.8,1,20,5
NORESTE708,0,NE,1,0.95,2033,NES,NES,NUEVA ROSITA,BAJIO,BAO-115,115/13.8,2,30,5
NORESTE709,634006,2,1,0.95,2017,NES,NES,NUEVA ROSITA,MINERA,MIE-115,115/13.8,1,20,5
NORESTE710,634006,NE,1,0.95,2030,NES,NES,NUEVA ROSITA,MINERA,MIE-115,115/13.8,2,20,5
NORESTE711,633030,I1,0,0.95,2017,NES,NES,PIEDRAS NEGRAS,RASSINI SUSPENSIONES SA DE CV,RNI-138,138,3.55981E+11,11,
NORESTE712,633101,I1,0,0.95,2017,NES,NES,PIEDRAS NEGRAS,CIA CERVECERA DE COAH S DE RL DE CV (KM 233),CVC-138,138,3.55091E+11,22.5,
NORESTE713,633033,I1,0,0.95,2017,NES,NES,PIEDRAS NEGRAS,HENDRICKSON SPRING MEX S DE RL DE CV,HSM-138,138,3.55131E+11,4.5,
NORESTE714,633060,I1,0,0.95,2017,NES,NES,PIEDRAS NEGRAS,IND VIDRIERA DE COAH S DE RL DE CV,IVC-138,138,3.55131E+11,15.05,
NORESTE715,0,SP,0,0.95,2018,NES,NES,PIEDRAS NEGRAS, ENERGIA LIMPIA DE AMISTAD S DE,ELA-138,138,3.59181E+11,0.864,
NORESTE716,630038,AM,1,0.95,2025,NES,NES,PIEDRAS NEGRAS,AMORTIGUAMIENTO OC-PIED N POT,PNG-138,138/138,11,1,0
NORESTE717,633009,2,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,ACUNA I,AUA-138,138/34.5,2,30,7
NORESTE718,633025,3,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,PIEDRAS NEGRAS,PNE-138,138/34.5,3,30,12
NORESTE719,633016,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,MICARE,MCR-138,138/34.5,1,30,3
NORESTE720,633019,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,MICARE DOS,MDS-138,138/34.5,1,30,3
NORESTE721,633021,5,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,NAVA,NAV-138,138/34.5,5,20,6
NORESTE722,633007,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,AMISTAD,AMI-138,138/34.5,3,12.5,1
NORESTE723,633002,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,ACUNA DOS,ACD-138,138/34.5,1,30,9
NORESTE724,633023,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,PARQUE INDUSTRIAL ACUNA,PIU-138,138/34.5,1,33.6,4
NORESTE725,0,NE,1,0.95,2029,NES,NES,PIEDRAS NEGRAS,PARQUE INDUSTRIAL ACUNA,PIU-138,138/34.5,2,30,4
NORESTE726,633010,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,ACUNA I,AUA-138,138/13.8,1,30,7
NORESTE727,630032,4,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,NAVA,NAV-138,138/13.8,4,20,6
NORESTE728,633026,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,PIEDRAS NEGRAS,PNE-138,138/13.8,1,30,12
NORESTE729,633027,2,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,PIEDRAS NEGRAS,PNE-138,138/13.8,2,30,12
NORESTE730,633005,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,ALLENDE DOS,AED-138,138/13.8,1,20,4
NORESTE731,633013,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,FUENTE,FTE-138,138/13.8,1,30,11
NORESTE732,633013,2,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,FUENTE,FTE-138,138/13.8,2,33.6,11
NORESTE733,633029,1,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,PUENTE INTERNACIONAL,PUI-138,138/13.8,1,33.6,5
NORESTE734,0,NE,1,0.95,2026,NES,NES,PIEDRAS NEGRAS,PUENTE INTERNACIONAL,PUI-138,138/13.8,2,30,5
NORESTE735,633003,2,1,0.95,2017,NES,NES,PIEDRAS NEGRAS,ACUNA DOS,ACD-138,138/13.8,3,33.6,9
NORESTE736,0,NE,1,0.95,2029,NES,NES,PIEDRAS NEGRAS,ACUNA DOS,ACD-138,138/13.8,4,30,9
NORESTE737,0,SP,0,0.95,2017,NES,NES,TAMPICO,IBERDROLA ENERGIA ALT SA DE CV (BLVD LOS RIOS),ATC-400,400,9.5703E+11,21.265,0
NORESTE738,0,SP,0,0.95,2017,NES,NES,TAMPICO,ELECTRICIDAD AGUILA DE ALTAMIRA,EAA-400,400,9.5702E+11,11.628,0
NORESTE739,0,SP,0,0.95,2017,NES,NES,TAMPICO,IBERDROLA ENERGIA DEL GOLFO SA DE CV (KM 11.2),ATV-400,400,9.57061E+11,19.88,0
NORESTE740,650007,I1,0,0.95,2017,NES,NES,TAMPICO,COMPANIA MINERA AUTLAN SAB DE CV,MIA-230,230,9.57911E+11,84.6,0
NORESTE741,0,X,0,1,,NES,NES,TAMPICO,ENERTEK PERMISIONARIO,ETK-115,115,9.03131E+11,0.27,0
NORESTE742,651050,X,0,1,,NES,NES,TAMPICO,CRYOINFRA,CRY-115,115,9.02131E+11,18,0
NORESTE743,651018,I1,0,0.95,2017,NES,NES,TAMPICO,PEMEX TRANSFORMACION INDUSTRIA (REF MADERO),RMA-115,115,9.579E+11,46.163,0
NORESTE744,651049,I1,0,0.95,2017,NES,NES,TAMPICO,PEMEX EXPLORACION Y PRODUCCION (PTA DE INYECCION),PIT-115,115,9.579E+11,6.48,0
NORESTE745,651063,I1,0,0.95,2017,NES,NES,TAMPICO,PEMEX REFINACION (ESTACION DE BOMBEO),PEN-115,115,9.579E+11,8.8,0
NORESTE746,651047,I1,0,0.95,2017,NES,NES,TAMPICO,MEXICHEM RESINAS VINILICAS SA DE CV (KM 32),PID-115,115,9.57081E+11,9.5,0
NORESTE747,651012,I1,0,0.95,2017,NES,NES,TAMPICO,MEXICHEM RESINAS VINILICAS SA DE CV (AUTOPISTA KM 4.5),PRI-115,115,9.57071E+11,18.25,0
NORESTE748,651048,I1,0,0.95,2017,NES,NES,TAMPICO,DYNASOL ELASTOME SA DE CV (NEGROMEX),NEG-115,115,9.579E+11,0.5,0
NORESTE749,0,X,0,1,,NES,NES,TAMPICO,KALTEX FIBERS,FIN-115,115,9.57051E+11,11.4,0
NORESTE750,651010,I1,0,0.95,2017,NES,NES,TAMPICO,SABIC INOV PLAST MEX S DE RL DE CV,GEP-115,115,9.5708E+11,4.53,0
NORESTE751,651101,I1,0,0.95,2017,NES,NES,TAMPICO,BASF MEXICANA SA DE CV (KM 1+880),BSF-115,115,9.57941E+11,22,0
NORESTE752,651008,I1,0,0.95,2017,NES,NES,TAMPICO,ALTAMIRA SERV DE INFRAES SA DE CV,ASI-115,115,9.57021E+11,5,0
NORESTE753,651006,I1,0,0.95,2017,NES,NES,TAMPICO,BIOFILM SA DE CV,BFL-115,115,9.57041E+11,10.911,0
NORESTE754,651056,I1,0,0.95,2017,NES,NES,TAMPICO,TERMINAL DE LNG DE ATL S DE RL DE CV,LNG-115,115,9.57051E+11,11.4,0
NORESTE755,651054,X,0,1,,NES,NES,TAMPICO,DUPONT TRIGEN ALTAMIRA,DUT-115,115,,,0
NORESTE756,651051,I1,0,0.95,2017,NES,NES,TAMPICO,COMERCIAL DE PUREZA BEB S DE RL DE CV,GUI-115,115,9.57051E+11,8,0
NORESTE757,651005,I1,0,0.95,2017,NES,NES,TAMPICO,POSCO MEXICO SA DE CV,PCO-115,115,9.57081E+11,23,0
NORESTE758,651055,I1,0,0.95,2017,NES,NES,TAMPICO,FLEX AMERICAS SA DE CV,FME-115,115,9.57081E+11,10,0
NORESTE759,651011,I1,0,0.95,2017,NES,NES,TAMPICO,ABSORMEX CMPC TISSUE SA DE CV (INT DE PAPELES DEL GFO),IPG-115,115,9.5709E+11,30,0
NORESTE760,651018,I2,0,0.95,2017,NES,NES,TAMPICO,PEMEX TRANSFORMACION INDUSTRIA (NICOLAS BRAVO 501),RMA-115,115,9.56131E+11,4.2,0
NORESTE761,651027,I1,0,0.95,2017,NES,NES,TAMPICO,ENERGIA MK KF SA DE CV (KALTEX),KAF-115,115,9.0014E+11,10.48,0
NORESTE762,0,SP,0,0.95,2017,NES,NES,TAMPICO,IBERDROLA COGENERACION ALTAMIRA,IBC-115,115,9.00161E+11,0.35,0
NORESTE763,0,SP,0,0.95,2017,NES,NES,TAMPICO,TAMPICO RENEWABLE ENERGY SAPI,TRW-115,115,9.05161E+11,14,0
NORESTE764,650011,AM,1,0.95,2025,NES,NES,TAMPICO,AMORTIGUAMIENTO OC-TAMPICO,TPC-115,115/115,11,1,0
NORESTE765,650004,A1,1,0.95,2025,NES,NES,TAMPICO,AMORTIGUAMIENTO OC-ALTAMIRA,ALT-115,115/115,11,1,0
NORESTE766,650009,AM,1,0.95,2025,NES,NES,TAMPICO,AMORTIGUAMIENTO OC-TAMOS,TMO-115,115/115,11,1,0
NORESTE767,0,X,0,1,2017,NES,NES,TAMPICO,TAMPICO,TPC-115,115/34.5,2,30,0
NORESTE768,651095,NE,1,0.95,2018,NES,NES,TAMPICO,TEXTILERAS,TXE-115,115/34.5,1,30,0
NORESTE769,,,,,2025,NES,NES,TAMPICO,MIRAMAR DOS,MRM-115,115/34.5,1,30,0
NORESTE770,651004,1,1,0.95,2017,NES,NES,TAMPICO,PANUCO,PAN-115,115/34.5,1,20,7
NORESTE771,651037,1,1,0.95,2017,NES,NES,TAMPICO,TAMOS,TMO-115,115/34.5,1,20,4
NORESTE772,656012,1,1,0.95,2017,NES,NES,TAMPICO,HIGO DOS,HGD-115,115/34.5,1,20,3
NORESTE773,656012,NE,1,0.95,2023,NES,NES,TAMPICO,HIGO DOS,HGD-115,115/34.5,2,20,3
NORESTE774,651032,1,1,0.95,2017,NES,NES,TAMPICO,TAMPICO,TPC-115,115/13.8,1,30,9
NORESTE775,651033,3,1,0.95,2017,NES,NES,TAMPICO,TAMPICO,TPC-115,115/13.8,3,30,9
NORESTE776,651035,1,1,0.95,2017,NES,NES,TAMPICO,CHAIREL,CHR-115,115/13.8,1,30,8
NORESTE777,651036,2,1,0.95,2017,NES,NES,TAMPICO,CHAIREL,CHR-115,115/13.8,2,30,8
NORESTE778,651039,1,1,0.95,2017,NES,NES,TAMPICO,TAMAULIPAS,TAM-115,115/13.8,1,30,8
NORESTE779,651040,2,1,0.95,2017,NES,NES,TAMPICO,TAMAULIPAS,TAM-115,115/13.8,2,30,8
NORESTE780,651069,1,1,0.95,2017,NES,NES,TAMPICO,REFINERIA MADERO,RMA-115,115/13.8,1,30,10
NORESTE781,651069,2,1,0.95,2017,NES,NES,TAMPICO,REFINERIA MADERO,RMA-115,115/13.8,2,30,10
NORESTE782,651003,2,1,0.95,2017,NES,NES,TAMPICO,PANUCO,PAN-115,115/13.8,2,20,7
NORESTE783,651063,1,1,0.95,2017,NES,NES,TAMPICO,NARANJOS,NRJ-115,115/13.8,1,20,4
NORESTE784,651093,NE,1,0.95,2022,NES,NES,TAMPICO,TAMALIN,TLN-115,115/13.8,1,12.5,0
NORESTE785,651068,1,1,0.95,2017,NES,NES,TAMPICO,POLVORIN,POL-115,115/13.8,1,30,8
NORESTE786,651068,2,1,0.95,2017,NES,NES,TAMPICO,POLVORIN,POL-115,115/13.8,2,30,8
NORESTE787,651066,1,1,0.95,2017,NES,NES,TAMPICO,INFONAVIT,INF-115,115/13.8,1,30,0
NORESTE788,651070,1,1,0.95,2017,NES,NES,TAMPICO,TANCOL,TCL-115,115/13.8,1,30,6
NORESTE789,651096,NE,1,0.95,2021,NES,NES,TAMPICO,LAGUNAS DE MIRALTA,LGM-115,115/13.8,1,30,0
NORESTE790,651059,1,1,0.95,2017,NES,NES,TAMPICO,ENERTEK,ETK-115,115/13.8,1,30,6
NORESTE791,651059,2,1,0.95,2017,NES,NES,TAMPICO,ENERTEK,ETK-115,115/13.8,2,20,6
NORESTE792,651061,NE,1,0.95,2019,NES,NES,TAMPICO,LAGUNA DE CONEJO,LDC-115,115/13.8,1,30,0
NORESTE793,651067,1,1,0.95,2017,NES,NES,TAMPICO,LINDA VISTA II,LDV-115,115/13.8,1,30,5
NORESTE794,651067,1,1,0.95,2020,NES,NES,TAMPICO,LINDA VISTA II,LDV-115,115/13.8,1,20,5
NORESTE795,651067,1,1,0.95,2030,NES,NES,TAMPICO,LINDA VISTA II,LDV-115,115/13.8,1,30,5
NORESTE796,651058,NE,1,0.95,2020,NES,NES,TAMPICO,ELENA,ELN-115,115/13.8,1,30,0
NORESTE797,,NE,1,0.95,,NES,NES,TAMPICO,ELENA,ELN-115,115/13.8,2,30,0
NORESTE798,651001,1,1,0.95,2017,NES,NES,TAMPICO,OZULUAMA,OZL-115,115/13.8,1,20,3
NORESTE799,651071,1,1,0.95,2017,NES,NES,TAMPICO,UNIVERSIDAD,UNT-115,115/13.8,1,30,11
NORESTE800,651071,2,1,0.95,2017,NES,NES,TAMPICO,UNIVERSIDAD,UNT-115,115/13.8,2,30,11
NORESTE801,651065,1,1,0.95,2017,NES,NES,TAMPICO,PUERTO,PUO-115,115/13.8,1,30,4
NORESTE802,,1,1,0.95,2020,NES,NES,TAMPICO,PUERTO 5 NORTE,PCN-115,115/34.5,1,30,
NORESTE803,,1,1,0.95,2025,NES,NES,TAMPICO,PLAYA,PLY-115,115/13.8,1,30,
NORESTE804,652016,CP,0,0.95,2017,NES,NES,MANTE,CFE CAPACITORES SUB MANTE,MAN-115,115,9.08151E+11,0.3,0
NORESTE805,650004,A2,1,0.95,2025,NES,NES,MANTE,AMORTIGUAMIENTO OC-ALTAMIRA,ALT-115,115/115,11,1,0
NORESTE806,652017,3,1,0.95,2017,NES,NES,MANTE,MANTE,MAN-115,115/34.5,3,20,9
NORESTE807,652018,1,1,0.95,2017,NES,NES,MANTE,MANUEL,MUL-115,115/34.5,1,20,4
NORESTE808,652018,1,1,0.95,2020,NES,NES,MANTE,MANUEL,MUL-115,115/34.5,1,30,4
NORESTE809,652021,NE,1,0.95,2019,NES,NES,MANTE,CITROFRUT,CIT-115,115/34.5,1,9.375,0
NORESTE810,652014,1,1,0.95,2017,NES,NES,MANTE,AZTECAS,AZT-115,115/34.5,1,20,3
NORESTE811,652010,3,1,0.95,2017,NES,NES,MANTE,EL SALTO,STO-115,115/34.5,3,12.5,2
NORESTE812,652010,3,1,0.95,2021,NES,NES,MANTE,EL SALTO,STO-115,115/34.5,3,20,2
NORESTE813,655023,1,1,0.95,2017,NES,NES,MANTE,CRUCES,CRU-115,115/34.5,1,9.4,2
NORESTE814,655023,1,1,0.95,2020,NES,NES,MANTE,CRUCES,CRU-115,115/34.5,1,12.5,2
NORESTE815,655023,1,1,0.95,2028,NES,NES,MANTE,CRUCES,CRU-115,115/34.5,1,20,2
NORESTE816,652016,1,1,0.95,2017,NES,NES,MANTE,MANTE,MAN-115,115/13.8,1,20,9
NORESTE817,652016,2,1,0.95,2017,NES,NES,MANTE,MANTE,MAN-115,115/13.8,2,20,9
NORESTE818,652016,2,1,0.95,2033,NES,NES,MANTE,MANTE,MAN-115,115/13.8,2,30,9
NORESTE819,652013,1,1,0.95,2017,NES,NES,MANTE,ABRA,ABR-115,115/13.8,1,6.3,2
NORESTE820,652013,1,1,0.95,2032,NES,NES,MANTE,ABRA,ABR-115,115/13.8,1,12.5,2
NORESTE821,652019,1,1,0.95,2017,NES,NES,MANTE,XICOTENCATL,XID-115,115/13.8,1,12.5,3
NORESTE822,652019,1,1,0.95,2028,NES,NES,MANTE,XICOTENCATL,XID-115,115/13.8,1,20,3
NORESTE823,652015,1,1,0.95,2017,NES,NES,MANTE,LIBRAMIENTO,LBR-115,115/13.8,1,20,4
NORESTE824,655015,I1,0,0.95,2017,NES,NES,VICTORIA,COMISION MUNICIPAL DE AGUA POTABLE (PRESA V. GUERRERO),OTO-115,115,9.5996E+11,1.772,0
NORESTE825,655011,I1,0,0.95,2017,NES,NES,VICTORIA,COMISION MUNICIPAL DE AGUA POTABLE (KM 28.3),RB1-115,115,9.5996E+11,1.59,0
NORESTE826,655012,I1,0,0.95,2017,NES,NES,VICTORIA,COMISION MUNICIPAL DE AGUA POTABLE (KM 14.2),RB2-115,115,9.5996E+11,1.599,0
NORESTE827,655009,I1,0,0.95,2017,NES,NES,VICTORIA,KEMET SA DE CV (AV LAS AMERICAS),KEM-115,115,9.5909E+11,8,0
NORESTE828,655017,I1,0,0.95,2017,NES,NES,VICTORIA,NIEN HSING INTER VICT SA DE CV (KM20),NHI-115,115,9.59991E+11,8,0
NORESTE829,0,SP,0,0.95,2017,NES,NES,VICTORIA,EOLICA TRES MESAS S DE RL DE CV,EMS-115,115,9.18161E+11,0.855,0
NORESTE830,0,SP,0,0.95,2017,NES,NES,VICTORIA,EOLICA TRES MESAS 2 S DE RL DE,TSS-115,115,9.1817E+11,1.17,0
NORESTE831,0,SP,0,0.95,2017,NES,NES,VICTORIA,COMPANIA EOLICA LA MESA SA DE,EMA-115,115/34.5,9.55171E+11,0.973,0
NORESTE832,0,SP,0,0.95,2017,NES,NES,VICTORIA,CIA EOLOELECTRICA DE CD VICTORIA,ECV-115,115/34.5,9.12161E+11,0.973,0
NORESTE833,650015,AM,1,0.95,2025,NES,NES,VICTORIA,AMORTIGUAMIENTO OC-GšEMEZ,GUE-115,115/115,11,1,0
NORESTE834,655032,3,1,0.95,2017,NES,NES,VICTORIA,VICTORIA,VRA-115,115/34.5,3,9.4,14
NORESTE835,655032,NE,1,0.95,2020,NES,NES,VICTORIA,VICTORIA,VRA-115,115/34.5,3,20,14
NORESTE836,655029,1,1,0.95,2017,NES,NES,VICTORIA,SOTO LA MARINA,SOT-115,115/34.5,1,20,4
NORESTE837,655022,1,1,0.95,2017,NES,NES,VICTORIA,BARRETAL,BET-115,115/34.5,1,20,4
NORESTE838,612037,1,1,0.95,2017,NES,NES,VICTORIA,SAN FERNANDO,FND-115,115/34.5,1,20,6
NORESTE839,655024,1,1,0.95,2017,NES,NES,VICTORIA,JIMENEZ,JIM-115,115/34.5,1,20,3
NORESTE840,655024,1,1,0.95,2020,NES,NES,VICTORIA,JIMENEZ,JIM-115,115/34.5,1,12.5,3
NORESTE841,655035,1,1,0.95,2017,NES,NES,VICTORIA,LAS NORIAS,NOI-115,115/34.5,1,9.375,2
NORESTE842,655030,1,1,0.95,2017,NES,NES,VICTORIA,TIERRA NUEVA,TNA-115,115/34.5,1,20,2
NORESTE843,655031,1,1,0.95,2017,NES,NES,VICTORIA,VICTORIA,VRA-115,115/13.8,1,30,14
NORESTE844,655031,2,1,0.95,2017,NES,NES,VICTORIA,VICTORIA,VRA-115,115/13.8,2,30,14
NORESTE845,655028,1,1,0.95,2017,NES,NES,VICTORIA,OLIVO,OVO-115,115/13.8,1,20,9
NORESTE846,655028,2,1,0.95,2017,NES,NES,VICTORIA,OLIVO,OVO-115,115/13.8,2,30,9
NORESTE847,612038,1,1,0.95,2017,NES,NES,VICTORIA,SAN FERNANDO,FND-115,115/13.8,2,20,6
NORESTE848,612038,1,1,0.95,2034,NES,NES,VICTORIA,SAN FERNANDO,FND-115,115/13.8,2,30,6
NORESTE849,655025,1,1,0.95,2017,NES,NES,VICTORIA,LIBERTAD,LBT-115,115/13.8,1,30,12
NORESTE850,655025,2,1,0.95,2017,NES,NES,VICTORIA,LIBERTAD,LBT-115,115/13.8,2,30,12
NORESTE851,655026,1,1,0.95,2017,NES,NES,VICTORIA,NUEVO SANTANDER,NST-115,115/13.8,1,20,8
NORESTE852,655027,2,1,0.95,2017,NES,NES,VICTORIA,NUEVO SANTANDER,NST-115,115/13.8,2,20,8
NORESTE853,655020,NE,1,0.95,2018,NES,NES,VICTORIA,ESTRELLA,ELL-115,115/13.8,1,30,1
NORESTE854,655021,1,1,0.95,2017,NES,NES,VICTORIA,BICENTENARIO,BIC-115,115/13.8,1,20,4
NORESTE855,654003,I1,0,0.95,2017,NES,NES,RIO VERDE,INGENIO SAN MIGUEL DEL NARANJO,MGN-115,115,9.39141E+11,2.5,0
NORESTE856,654006,CP,0,0.95,2017,NES,NES,RIO VERDE,COMISION FEDERAL DE ELECTRICIDAD (BCO CAPACITORES RVE115),RVE-115,115,9.33151E+11,0.478,0
NORESTE857,650006,A1,1,0.95,2025,NES,NES,RIO VERDE,AMORTIGUAMIENTO OC-ANAHUAC POT,ANP-115,115/115,11,1,0
NORESTE858,654010,1,1,0.95,2017,NES,NES,RIO VERDE,RIO VERDE,RVE-115,115/34.5,1,25,4
NORESTE859,654010,NE,1,0.95,2019,NES,NES,RIO VERDE,RIO VERDE,RVE-115,115/34.5,2,20,4
NORESTE860,654012,1,1,0.95,2017,NES,NES,RIO VERDE,TAMBACA,TBC-115,115/34.5,1,9.4,3
NORESTE861,654012,NE,1,0.95,2020,NES,NES,RIO VERDE,TAMBACA,TBC-115,115/34.5,1,20,3
NORESTE862,654002,2,1,0.95,2017,NES,NES,RIO VERDE,RAYON,RAY-115,115/34.5,2,20,3
NORESTE863,654009,1,1,0.95,2017,NES,NES,RIO VERDE,BRAVO,BRA-115,115/13.8,1,20,5
NORESTE864,654009,1,1,0.95,2029,NES,NES,RIO VERDE,BRAVO,BRA-115,115/13.8,1,30,5
NORESTE865,654011,1,1,0.95,2017,NES,NES,RIO VERDE,RAYON,RAY-115,115/13.8,1,6.3,3
NORESTE866,654011,1,1,0.95,2032,NES,NES,RIO VERDE,RAYON,RAY-115,115/13.8,1,9.4,3
NORESTE867,0,SP,0,0.95,2017,NES,NES,VALLES,TERMOELECTRICA DEL GOLFO S DE RL DE CV,TEG-400,400,9.6304E+11,25,0
NORESTE868,0,SP,0,0.95,2017,NES,NES,VALLES,TERMOELECTRICA PENOLES S DE RL DE CV,TEP-400,400,9.63041E+11,25,0
NORESTE869,0,SP,0,0.95,2017,NES,NES,VALLES,IBERDROLA ENERGIA TAMAZUNCHALE,TMH-400,400,9.63061E+11,19.892,0
NORESTE870,653002,I1,0,0.95,2017,NES,NES,VALLES,CEMEX MEXICO SA DE CV (TAMUIN),CAN-115,115,9.6376E+11,32.5,0
NORESTE871,653003,I1,0,0.95,2017,NES,NES,VALLES,CEMEX MEXICO SA DE CV (CARRET VALLES TAMPICO),CMX-115,115,9.6381E+11,17,0
NORESTE872,653019,X,0,1,,NES,NES,VALLES,BOMBEO CHAPACAO,CHW-115,115,,,0
NORESTE873,0,X,0,1,,NES,NES,VALLES,BOMBEO PORVENIR,POR-115,115,,,0
NORESTE874,650006,A2,1,0.95,2025,NES,NES,VALLES,AMORTIGUAMIENTO OC-ANAHUAC POT,ANP-115,115/115,11,1,0
NORESTE875,653012,3,1,0.95,2017,NES,NES,VALLES,VALLES,VES-115,115/34.5,3,12.5,8
NORESTE876,653012,NE,1,0.95,2020,NES,NES,VALLES,VALLES,VES-115,115/34.5,3,20,8
NORESTE877,653012,NE,1,0.95,2036,NES,NES,VALLES,VALLES,VES-115,115/34.5,3,30,8
NORESTE878,653013,1,1,0.95,2017,NES,NES,VALLES,HUICHIHUAYAN,HUH-115,115/34.5,1,20,3
NORESTE879,653013,1,1,0.95,2032,NES,NES,VALLES,HUICHIHUAYAN,HUH-115,115/34.5,1,30,3
NORESTE880,653015,1,1,0.95,2017,NES,NES,VALLES,TAMAZUNCHALE,TZE-115,115/34.5,1,30,6
NORESTE881,653032,1,1,0.95,2017,NES,NES,VALLES,HUASTECA,HST-115,115/34.5,1,20,2
NORESTE882,653031,1,1,0.95,2017,NES,NES,VALLES,COCO,COC-115,115/34.5,1,20,2
NORESTE883,653031,1,1,0.95,2025,NES,NES,VALLES,COCO,COC-115,115/34.5,1,30,2
NORESTE884,653030,1,1,0.95,2017,NES,NES,VALLES,AXTLA,AXA-115,115/34.5,1,20,3
NORESTE885,653030,1,1,0.95,2029,NES,NES,VALLES,AXTLA,AXA-115,115/34.5,1,30,3
NORESTE886,653033,1,1,0.95,2017,NES,NES,VALLES,ROSITA,RSI-115,115/34.5,1,20,3
NORESTE887,653033,1,1,0.95,2024,NES,NES,VALLES,ROSITA,RSI-115,115/34.5,1,30,3
NORESTE888,653011,1,1,0.95,2017,NES,NES,VALLES,VALLES,VES-115,115/13.8,1,20,8
NORESTE889,653011,NE,1,0.95,2020,NES,NES,VALLES,VALLES,VES-115,115/13.8,1,30,8
NORESTE890,653024,1,1,0.95,2017,NES,NES,VALLES,EBANO,EBA-115,115/13.8,1,12.5,2
NORESTE891,653024,1,1,0.95,2023,NES,NES,VALLES,EBANO,EBA-115,115/13.8,1,20,2
NORESTE892,653016,1,1,0.95,2017,NES,NES,VALLES,VALLE ALTO,VAL-115,115/13.8,1,20,4
NORESTE893,653016,NE,1,0.95,2022,NES,NES,VALLES,VALLE ALTO,VAL-115,115/13.8,1,30,4
NORESTE894,653014,2,1,0.95,2017,NES,NES,VALLES,TAMAZUNCHALE,TZE-115,115/13.8,2,12.5,6
NORESTE895,653010,1,1,0.95,2017,NES,NES,VALLES,MUSEO,MSO-115,115/13.8,1,20,5
NORESTE896,653007,NE,1,0.95,2023,NES,NES,VALLES,MUSEO,MSO-115,115/13.8,2,20,5
NORESTE897,646017,I1,0,0.95,2017,NES,NES,CONCEPCION DEL ORO,MINERA TAYAHUA SA DE CV,MTU-115,115,1.20071E+11,27,0
NORESTE898,646030,1,1,0.95,2017,NES,NES,CONCEPCION DEL ORO,CONCEPCION DEL ORO,COR-115,115/34.5,1,12.5,6
NORESTE899,646030,2,1,0.95,2017,NES,NES,CONCEPCION DEL ORO,CONCEPCION DEL ORO,COR-115,115/34.5,2,9.38,6
NORESTE900,646030,NE,1,0.95,,NES,NES,CONCEPCION DEL ORO,CONCEPCION DEL ORO,COR-115,115/34.5,2,20,
NORESTE901,656001,CP,0,0.95,2017,NES,NES,HUEJUTLA,CFE BANCO CAPACITORES TED7510,CTE-115,115,9.53151E+11,0.21,0.225
NORESTE902,656008,CP,0,0.95,2017,NES,NES,HUEJUTLA,CFE BANCO CAPACITORES HJD73330,CHD-115,115,9.47151E+11,0.2,0
NORESTE903,656003,CP,0,0.95,2017,NES,NES,HUEJUTLA,BANCO DE CAPACITORES HJD75010,CHJ-115,115,9.46161E+11,0.22,0
NORESTE904,656006,CP,0,0.95,2017,NES,NES,HUEJUTLA,BANCO DE CAPACITORES MOL75010,CMO-115,115,9.48161E+11,0.25,0
NORESTE905,656013,1,1,0.95,2017,NES,NES,HUEJUTLA,TEMPOAL DOS,TED-115,115/34.5,1,20,3
NORESTE906,656013,NE,1,0.95,2020,NES,NES,HUEJUTLA,TEMPOAL DOS,TED-115,115/34.5,2,20,3
NORESTE907,656009,1,1,0.95,2017,NES,NES,HUEJUTLA,ATLAPEXCO,APX-115,115/34.5,1,9.37,3
NORESTE908,656009,NE,1,0.95,2032,NES,NES,HUEJUTLA,ATLAPEXCO,APX-115,115/34.5,1,20,3
